F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,Predicted_number_of_claims
F,1,6,2,M2,S2,M3,L3,D,0,6.66,0
F,3,0,2,M1,S3,M2,L2,D,0,1,0
P,13,10,2,M1,S1,M1,L2,D,0,5,0
F,10,20,2,C,S2,M0,L1,D,0,12,0
P,4,0,2,M2,S2,M1,L1,D,2,1.53,0
F,11,8,3,M2,S1,M2,L3,D,0,0.3,0
P,1,6,2,M1,S2,M2,L2,D,0,2,0
F,13,20,2,C,S0,M1,L1,B,0,1.91,0
F,10,0,2,M2,S1,M1,L2,E,4,2,0
F,6,4,3,M2,S1,M2,L2,D,1,1,0
F,3,10,3,M2,S3,M1,L1,D,0,1,0
F,1,20,2,C,S0,M0,L1,B,0,2,0
P,14,14,2,M1,S2,M1,L1,D,0,0.17,0
F,5,2,2,H2,S2,M3,L2,D,3,2,0
F,10,10,2,M1,S1,M1,L2,B,1,2,0
F,1,10,2,M1,S2,M0,L3,B,0,1,0
F,14,0,2,H1,S3,M3,L2,D,1,1,0
F,11,14,2,M1,S3,M0,L1,D,0,5.72,0
F,1,2,3,M1,S1,M1,L1,D,0,2,0
F,12,0,2,M1,S1,M1,L1,B,2,2,0
F,13,14,3,M1,S1,M1,L2,B,0,0.17,0
F,3,4,2,M2,S1,M1,L4,D,0,2,0
P,7,4,2,M1,S1,M1,L2,D,1,1.64,0
F,10,6,2,H1,S3,M2,L2,D,1,1,0
F,4,6,3,M2,S1,M2,L2,B,0,1,0
P,6,4,2,C,S3,M0,L1,B,0,1,0
F,13,2,2,M1,S1,M1,L2,B,2,1.59,0
F,6,0,2,M2,S1,M2,L2,D,0,1,0
F,12,10,1,M2,S3,M2,L1,D,0,1,0
F,14,20,2,M1,S5,M0,L1,B,0,1,0
F,4,14,2,H1,S1,M2,L1,B,0,2.39,0
F,7,10,2,H1,S1,M2,L2,B,0,1,0
F,12,20,2,M2,S2,M1,L1,D,0,1,0
F,13,6,2,M1,S1,M0,L2,D,0,0.35,0
F,8,2,2,M1,S1,M1,L4,B,0,2,0
F,4,0,2,M2,S2,M2,L4,D,1,1,0
F,6,4,2,M2,S2,M1,L1,B,1,0.5,0
F,14,0,2,H2,S2,M3,L2,D,3,1,0
F,10,6,2,M2,S0,M2,L2,D,2,1,0
F,1,10,2,M1,S2,M3,L4,B,0,1,0
F,2,0,2,H1,S3,M2,L1,D,2,2,0
F,6,20,2,M1,S1,M1,L1,D,0,4,0
F,1,8,3,H1,S2,M3,L3,D,0,1,0
F,3,2,2,M1,S1,M2,L2,D,1,1.37,0
P,14,2,2,H1,S1,M2,L2,D,0,0.62,0
P,3,6,2,M2,S5,M1,L2,D,0,2,0
F,4,2,2,H2,S2,M3,L2,D,1,3,0
F,4,6,2,M1,S3,M1,L3,D,0,2.15,0
F,7,10,3,M1,S3,M2,L2,D,0,1,0
F,4,20,2,M1,S1,M0,L2,B,0,2.56,0
F,13,14,2,M1,S3,M1,L4,B,0,1,0
F,2,6,2,H2,S2,M3,L1,D,3,1,0
P,7,2,2,M1,S3,M1,L2,B,0,1,0
F,7,2,2,M1,S3,M1,L1,D,0,1.35,0
P,10,2,2,M2,S5,M2,L2,D,2,1,0
F,1,20,2,M2,S3,M1,L3,D,0,1,0
F,7,2,2,H1,S2,M3,L3,D,1,1,0
F,2,4,2,H2,S2,M2,L2,D,2,1.19,0
F,14,2,2,M2,S0,M2,L3,D,0,2.16,0
F,1,4,2,H2,S1,M3,L2,B,1,2,0
F,3,6,2,M1,S5,M1,L2,D,0,0.13,0
F,11,2,2,H1,S5,M2,L2,D,0,0.17,0
P,11,8,2,M1,S1,M1,L4,D,0,0.44,0
P,11,0,2,H2,S5,M3,L1,D,5,1,0
F,9,8,2,H2,S3,M3,L2,D,1,1,0
F,6,2,2,M2,S1,M1,L1,D,2,1,0
F,4,10,3,H1,S1,M2,L1,D,0,1.46,0
F,4,8,2,M1,S1,M3,L2,B,0,0.87,0
F,4,0,3,H1,S5,M2,L1,D,1,1.72,0
F,6,20,2,M1,S2,M0,L1,B,1,1,0
F,13,0,2,M1,S1,M1,L2,D,1,2,0
F,11,10,2,M2,S2,M2,L1,B,0,2.58,0
F,8,14,2,H1,S2,M3,L2,B,0,2,0
F,14,0,2,M1,S1,M2,L3,B,0,1,0
F,5,4,2,H2,S1,M3,L2,B,2,1,0
F,7,10,2,H1,S1,M2,L2,B,1,1,0
P,2,10,2,H2,S5,M3,L4,D,0,1,0
F,3,2,2,M1,S1,M1,L3,D,1,1,0
P,4,2,3,H1,S5,M2,L2,D,1,1,0
P,11,0,2,M1,S2,M2,L2,B,0,1,0
F,14,20,2,M1,S2,M3,L1,B,0,1,0
F,5,8,2,M2,S1,M3,L2,B,0,0.96,0
F,7,0,2,M2,S2,M2,L2,D,1,0.82,0
P,2,0,2,M2,S5,M2,L2,B,1,1,0
P,1,14,2,M1,S2,M1,L1,B,0,1,0
F,12,8,2,H1,S0,M2,L3,D,1,0.37,0
F,5,8,2,H1,S3,M3,L2,D,0,1,0
F,7,10,2,M2,S3,M2,L4,D,0,1,0
F,14,4,2,H1,S0,M2,L2,D,2,0.32,0
F,2,14,3,C,S2,M1,L1,D,0,1,0
F,3,14,2,H1,S1,M2,L2,B,0,0.96,0
F,12,14,2,C,S0,M0,L1,B,0,47.44,2
F,13,20,1,C,S2,M1,L1,B,0,5.15,0
F,5,14,2,M1,S3,M1,L1,D,0,40.16,2
F,11,20,2,M1,S1,M1,L2,B,0,51.84,2
P,12,10,3,M2,S5,M1,L2,D,0,3.24,0
F,7,14,2,C,S3,M0,L1,B,0,46.97,1
F,10,2,2,M2,S2,M2,L2,D,1,2,0
F,1,8,2,M2,S2,M2,L1,B,1,9.7,0
F,1,6,2,H2,S1,M3,L2,D,0,27.98,1
F,1,2,2,M2,S1,M2,L2,D,3,30.44,1
F,3,4,2,M2,S1,M2,L3,D,0,37.08,1
F,14,14,2,M1,S3,M0,L1,B,0,0.75,0
F,3,2,2,H2,S2,M3,L1,D,1,3,0
F,1,14,2,H2,S2,M3,L1,B,0,10.03,0
F,14,6,2,M2,S1,M1,L3,D,0,6.16,0
F,12,6,2,M1,S1,M1,L1,B,0,18.88,1
F,12,6,2,M1,S2,M1,L2,D,0,12.96,1
F,1,6,2,M2,S2,M1,L1,E,0,2,0
F,2,10,2,H2,S2,M3,L2,D,1,2.93,0
F,1,10,2,H1,S3,M3,L2,D,1,13,0
F,2,6,2,M1,S1,M2,L1,B,0,10.36,0
P,1,0,2,M2,S3,M2,L1,D,0,6,0
F,3,4,2,M1,S3,M0,L2,B,0,0.25,0
F,11,0,2,M1,S1,M2,L1,B,0,8.7,0
F,6,4,2,H1,S2,M3,L3,D,1,1.18,0
F,3,4,3,M2,S3,M2,L2,D,0,1.86,0
P,8,4,2,M1,S5,M1,L2,D,0,4.95,0
F,1,0,2,H2,S3,M3,L1,D,0,7,0
F,13,10,2,M1,S2,M2,L2,B,0,7,0
F,7,10,2,M1,S2,M1,L3,D,0,5.1,0
F,15,8,2,M2,S0,M2,L2,D,0,1.11,0
F,1,14,1,M1,S1,M1,L2,D,0,1,0
F,1,2,2,H2,S3,M3,L3,D,3,2,0
P,2,2,2,M2,S2,M2,L3,D,0,2.04,0
F,5,6,2,M2,S2,M1,L4,D,0,1,0
F,10,10,2,M1,S3,M1,L1,D,0,12.85,1
F,11,6,2,C,S2,M0,L1,B,0,2,0
F,9,20,2,M1,S1,M1,L2,D,0,8.47,0
F,2,0,2,M2,S1,M1,L3,D,0,4,0
F,5,0,3,H1,S5,M3,L3,D,1,1,0
P,3,2,2,H1,S1,M2,L3,D,1,0.53,0
F,4,4,2,M2,S2,M2,L3,D,3,1.7,0
F,7,8,2,M1,S2,M1,L4,D,0,1,0
F,3,6,2,M1,S2,M1,L1,B,1,1,0
F,8,4,2,M1,S3,M1,L2,D,0,1.42,0
P,15,2,2,M2,S5,M2,L2,D,2,1,0
F,14,0,2,M1,S2,M1,L2,B,0,5.29,0
F,13,10,2,M2,S2,M1,L2,D,0,10.78,1
F,1,10,2,H2,S1,M3,L2,B,0,11.53,0
F,13,20,2,C,S2,M0,L1,D,0,8.28,0
F,1,10,2,M2,S2,M3,L2,D,0,20.74,1
F,12,2,2,M2,S0,M2,L2,D,1,0.83,0
F,3,2,2,H1,S1,M3,L3,D,0,2,0
P,5,0,2,M2,S2,M2,L1,D,2,1,0
F,11,4,2,H2,S1,M3,L2,D,2,1,0
F,1,10,2,M1,S3,M1,L1,B,1,12,0
F,1,8,2,H1,S2,M3,L1,B,0,3.35,0
F,13,6,2,M2,S2,M2,L2,B,0,2,0
F,15,2,2,M2,S1,M1,L2,D,1,1,0
P,4,0,2,M1,S3,M1,L1,B,1,2,0
F,8,6,2,C,S1,M1,L1,B,0,5,0
F,7,6,2,M2,S2,M2,L2,B,0,1,0
P,7,4,3,H1,S5,M2,L2,D,0,1,0
F,2,2,2,M1,S2,M1,L2,B,2,20.27,0
F,1,4,2,H2,S1,M2,L3,D,0,1.61,0
F,3,8,2,M2,S2,M3,L4,B,0,1,0
F,1,2,2,M1,S1,M2,L2,D,1,3,0
F,11,14,3,M1,S2,M2,L2,D,0,2.88,0
F,6,10,3,H1,S1,M2,L2,D,0,2,0
F,14,6,2,M2,S0,M1,L3,D,0,2.65,0
P,3,8,2,H1,S5,M2,L1,D,0,1,0
F,1,0,2,M1,S1,M1,L1,D,4,2.32,0
F,3,20,2,C,S2,M2,L1,B,0,0.34,0
F,2,4,2,M1,S1,M2,L1,D,0,2,0
P,7,2,2,H1,S1,M3,L2,D,5,0.88,0
F,8,20,2,M2,S1,M2,L2,B,0,0.93,0
F,14,6,2,M2,S0,M1,L1,D,0,1,0
F,3,2,2,H1,S2,M2,L3,D,3,1,0
F,4,10,3,M2,S3,M2,L2,D,0,2,0
F,11,6,1,M1,S2,M1,L1,E,0,0.13,0
P,1,2,2,M2,S5,M2,L1,D,0,3,0
F,1,10,2,H2,S1,M3,L4,D,1,2.75,0
F,14,2,2,M1,S0,M1,L3,B,0,0.42,0
P,5,0,2,M1,S2,M1,L1,B,1,2,0
F,1,14,1,M2,S2,M2,L2,D,0,1,0
F,4,0,2,M1,S2,M1,L1,D,3,3,0
F,2,2,2,H1,S1,M3,L3,D,1,3.24,0
F,1,10,2,C,S3,M3,L2,B,0,1,0
F,1,4,3,H1,S2,M3,L2,D,0,2,0
F,13,2,2,M2,S1,M2,L1,D,1,1,0
P,6,4,2,M1,S5,M1,L2,D,2,0.29,0
P,14,8,2,M2,S5,M2,L3,D,0,0.26,0
F,1,10,2,M1,S0,M0,L2,D,0,0.6,0
F,11,10,2,M2,S1,M3,L2,D,0,1.03,0
F,7,0,2,M1,S3,M1,L1,B,4,1.3,0
F,13,6,2,M2,S1,M1,L3,D,0,2,0
F,8,6,3,M2,S2,M1,L1,D,0,2,0
F,2,2,3,M2,S1,M2,L2,D,4,1,0
F,12,0,2,H1,S0,M3,L1,B,4,1,0
F,8,0,2,M1,S1,M1,L4,D,2,1,0
F,4,2,3,M2,S2,M2,L2,D,0,1,0
F,13,4,2,M2,S3,M1,L3,D,1,1,0
P,1,4,3,M2,S5,M2,L2,D,1,0.08,0
P,9,14,2,C,S5,M0,L1,B,0,1,0
F,9,2,2,M2,S2,M1,L2,D,2,1,0
F,8,2,2,M2,S0,M1,L3,D,1,0.37,0
F,14,8,2,H2,S1,M3,L3,D,1,1,0
F,14,14,2,M2,S3,M2,L1,B,0,1,0
F,1,20,1,M2,S2,M2,L2,B,0,1,0
P,7,6,2,M1,S1,M1,L4,D,0,0.43,0
F,13,0,2,M1,S1,M2,L2,B,0,3,0
F,12,10,2,M2,S0,M3,L2,B,0,0.54,0
F,2,2,3,M2,S1,M1,L2,D,2,2,0
F,2,6,2,H2,S1,M2,L2,D,1,1,0
F,5,20,2,C,S2,M2,L1,B,0,2.64,0
F,11,8,2,H2,S1,M3,L2,D,1,1,0
F,9,0,2,H1,S2,M2,L2,D,3,1,0
P,8,6,2,C,S2,M1,L1,B,0,1,0
F,15,14,2,M1,S0,M2,L2,B,0,0.15,0
F,11,14,2,M2,S2,M1,L2,D,1,0.72,0
P,8,6,2,M2,S2,M2,L2,D,1,1,0
P,8,6,2,C,S5,M0,L2,B,1,2,0
F,2,2,3,M1,S1,M2,L2,D,0,1,0
F,13,20,2,M2,S1,M1,L1,B,0,1,0
F,14,10,2,H2,S2,M3,L2,B,1,0.15,0
F,2,8,2,H2,S2,M3,L1,B,0,1,0
F,12,20,2,M1,S2,M2,L1,B,0,1,0
F,1,10,1,M2,S2,M2,L2,D,0,1,0
P,1,0,2,H1,S2,M3,L1,B,4,1,0
F,3,2,2,M1,S2,M1,L4,B,1,1,0
F,11,6,2,H1,S0,M3,L2,D,0,0.2,0
F,4,4,2,M1,S3,M0,L1,B,0,1,0
F,2,4,3,M2,S2,M1,L4,D,0,0.57,0
P,1,2,2,M1,S0,M1,L1,B,2,1,0
F,12,14,2,M1,S2,M0,L1,D,0,6,0
F,4,2,2,M1,S2,M1,L2,B,0,107.19,3
F,3,10,2,M2,S2,M2,L2,D,0,150.5,5
F,11,10,2,M1,S2,M1,L2,B,0,191.26,7
F,1,10,2,M2,S2,M1,L3,D,0,65.69,2
F,1,10,2,M2,S1,M2,L3,D,0,59.56,2
F,11,6,2,H1,S1,M2,L3,D,0,6.66,0
F,11,14,2,C,S2,M1,L1,B,0,44.46,1
F,12,10,3,M1,S2,M2,L4,D,0,1,0
F,1,0,2,M2,S2,M2,L1,D,0,69.66,1
F,1,6,2,C,S1,M0,L2,B,0,12.79,0
F,14,10,2,M1,S3,M0,L1,D,0,2.2,0
F,5,14,2,M1,S3,M0,L1,B,0,16.01,1
F,3,10,2,M2,S1,M1,L2,D,0,74.03,2
F,1,2,2,M1,S2,M2,L1,B,0,80.95,1
F,7,14,2,M1,S1,M1,L1,D,0,60.4,2
F,9,14,2,M1,S1,M1,L3,D,0,12.33,1
F,4,4,2,M2,S1,M1,L3,D,0,20.14,1
F,2,8,3,H1,S1,M3,L2,D,0,2,0
F,3,14,3,M2,S1,M1,L2,D,0,7.42,0
P,1,8,2,H1,S2,M2,L2,D,0,2,0
F,4,2,2,M1,S2,M1,L2,D,2,2.84,0
F,9,4,2,M2,S2,M2,L2,D,0,9.86,0
F,14,0,2,M1,S0,M1,L1,B,1,6.28,0
F,1,10,2,M2,S2,M1,L4,D,0,16.92,0
F,1,2,2,M2,S2,M1,L4,D,1,2.49,0
P,1,6,2,M1,S1,M1,L2,B,0,8.26,0
F,4,10,3,M1,S2,M1,L2,B,0,1.6,0
F,2,8,2,M1,S1,M2,L2,D,0,29.75,1
F,3,8,2,M2,S3,M2,L3,D,0,3,0
F,3,10,2,M2,S2,M1,L1,D,0,9.71,0
F,8,14,2,M2,S2,M1,L2,D,0,11.04,0
F,1,0,2,C,S1,M1,L1,B,0,10,0
F,5,10,3,M2,S2,M2,L2,D,0,15.55,1
F,14,10,2,H2,S3,M3,L1,D,1,1,0
F,14,4,2,C,S1,M0,L2,B,0,1.52,0
F,1,2,2,M2,S5,M2,L2,D,2,1.27,0
F,9,2,2,M1,S3,M1,L2,B,1,2,0
F,7,4,2,H1,S1,M2,L1,D,1,3,0
F,5,14,2,M1,S3,M0,L2,B,0,5.67,0
F,2,14,2,C,S2,M0,L3,B,0,4,0
F,3,10,2,M2,S1,M2,L1,B,0,5,0
F,3,20,2,M2,S3,M2,L2,B,0,4.39,0
F,10,14,2,M1,S0,M0,L1,B,0,1.55,0
F,1,4,2,M1,S3,M1,L2,E,0,9.18,0
F,8,4,2,M2,S2,M1,L1,D,0,2,0
F,2,14,3,M1,S2,M2,L2,D,0,2,0
F,8,6,2,M1,S1,M0,L1,B,0,1,0
F,7,6,2,C,S3,M1,L1,B,0,5,0
F,1,0,2,M2,S3,M2,L1,B,2,17.96,0
F,2,8,2,M1,S2,M0,L1,B,0,4,0
F,1,0,2,H2,S1,M3,L2,D,4,5.63,0
F,4,4,2,M2,S2,M1,L1,E,0,1,0
F,4,20,3,C,S2,M1,L1,B,0,2,0
F,7,20,3,M1,S1,M1,L1,D,0,1,0
F,2,14,2,M2,S3,M2,L1,D,0,11.63,0
P,2,8,2,M1,S2,M1,L2,D,0,2.15,0
F,10,20,2,M1,S1,M0,L1,D,0,1.21,0
F,4,0,2,M2,S2,M2,L1,D,0,9.9,0
F,5,20,3,C,S3,M0,L1,D,0,1,0
F,11,20,2,M1,S0,M0,L2,D,0,7.81,0
P,2,8,2,M1,S1,M1,L1,B,0,1,0
P,13,0,2,M2,S2,M2,L2,D,0,1,0
F,3,8,2,M2,S3,M2,L1,D,0,10.28,0
P,6,4,2,H1,S1,M3,L2,D,4,0.42,0
F,8,8,2,M1,S2,M0,L2,D,0,3,0
F,1,6,2,M1,S3,M2,L2,D,1,3,0
F,11,0,2,M2,S3,M2,L1,D,0,3,0
F,6,20,2,C,S2,M1,L1,D,0,4,0
P,13,8,2,M1,S2,M1,L2,D,0,1,0
F,4,14,2,M1,S2,M2,L2,D,1,1.16,0
F,12,14,2,H1,S0,M2,L2,D,0,0.61,0
F,4,2,3,H2,S1,M3,L2,D,5,0.82,0
F,3,0,2,H1,S1,M1,L1,B,2,1,0
P,2,4,2,H1,S5,M3,L2,D,1,2.71,0
F,4,4,2,C,S3,M1,L1,B,0,4,0
P,14,0,2,M2,S3,M2,L1,D,1,1,0
F,1,14,2,H1,S3,M1,L2,D,1,1,0
P,1,2,3,H1,S5,M2,L3,D,0,1,0
F,14,0,2,M1,S5,M1,L1,D,0,2,0
F,14,2,2,H1,S2,M2,L3,D,1,1,0
P,3,8,2,M2,S1,M2,L3,D,0,1,0
F,3,0,2,M2,S2,M2,L2,B,1,3,0
P,2,14,3,M1,S5,M1,L1,D,0,1,0
P,14,4,2,H1,S0,M2,L3,D,0,2,0
F,13,2,2,H1,S0,M2,L3,D,0,0.63,0
P,1,0,3,M2,S5,M2,L2,D,0,4.52,0
F,7,6,2,H1,S5,M2,L2,D,0,1,0
P,4,0,2,M1,S1,M2,L1,B,1,1,0
F,8,14,2,M2,S3,M2,L4,D,0,1,0
F,4,14,3,M2,S2,M1,L2,D,0,5.29,0
F,3,10,2,H2,S1,M3,L1,D,1,1,0
F,3,4,3,M1,S3,M1,L2,D,0,0.95,0
P,5,6,2,H1,S5,M3,L2,D,0,1.96,0
P,1,4,2,M2,S3,M3,L2,D,1,1.44,0
F,8,0,2,M2,S1,M1,L2,D,3,2,0
F,14,20,2,M2,S1,M2,L1,B,0,2.38,0
F,11,14,2,C,S1,M1,L3,B,0,1,0
F,15,14,2,M2,S2,M2,L2,D,0,2,0
F,8,2,2,M1,S1,M0,L2,B,0,2,0
F,13,14,2,M2,S2,M2,L2,B,0,2,0
P,14,4,3,M2,S1,M2,L2,D,1,1,0
F,1,2,3,M2,S3,M2,L1,D,3,1,0
P,13,10,2,M2,S1,M1,L2,D,0,1,0
F,1,6,3,H2,S1,M2,L2,D,0,1,0
P,3,6,2,M1,S2,M1,L1,B,0,2,0
F,14,14,3,C,S2,M1,L2,D,0,0.15,0
F,4,4,3,H2,S2,M3,L1,D,0,0.43,0
F,1,20,2,M1,S2,M0,L4,D,0,4,0
F,13,8,2,M1,S5,M1,L2,B,0,0.49,0
F,2,10,2,M1,S3,M1,L1,B,1,2,0
F,10,20,2,M1,S0,M0,L1,D,0,1.31,0
F,8,10,2,H1,S1,M2,L2,B,1,1,0
F,14,20,3,C,S2,M2,L1,B,0,1.5,0
F,14,0,2,H1,S1,M3,L2,D,1,1,0
P,14,4,2,H2,S5,M3,L2,D,0,0.13,0
F,11,2,2,M2,S1,M2,L3,D,3,0.53,0
F,3,2,2,M2,S2,M1,L2,D,2,1.78,0
F,2,20,3,C,S1,M1,L1,B,0,1,0
F,2,6,2,H1,S1,M2,L2,D,3,3,0
F,15,10,2,C,S0,M1,L3,B,0,1,0
F,1,0,2,H1,S3,M2,L1,E,2,1,0
F,5,8,2,M2,S3,M1,L1,B,0,2,0
F,2,2,2,M2,S2,M1,L2,B,2,1,0
F,6,2,2,H1,S2,M2,L2,D,3,1,0
F,1,2,2,M1,S5,M1,L2,B,2,1,0
F,2,2,3,M2,S1,M1,L3,D,1,0.39,0
P,3,2,2,M2,S1,M1,L2,D,1,1,0
F,4,20,2,C,S2,M1,L1,D,0,2.08,0
F,2,6,2,M1,S5,M1,L3,D,0,0.76,0
P,4,8,3,M2,S5,M1,L2,D,0,1,0
P,9,4,3,M2,S2,M1,L2,D,0,1,0
F,1,8,2,M2,S2,M3,L3,D,0,1,0
F,10,20,3,M1,S1,M2,L2,B,0,1,0
F,6,14,2,M1,S5,M1,L2,D,0,1,0
F,1,8,2,H2,S5,M3,L1,D,0,1,0
F,8,2,2,M1,S5,M1,L3,D,0,1,0
F,2,10,2,M1,S2,M2,L2,B,1,1,0
F,3,10,2,M2,S1,M1,L2,B,1,1,0
P,9,2,2,H2,S5,M2,L4,D,1,0.1,0
P,11,0,2,M2,S5,M2,L2,D,2,0.13,0
F,9,6,3,M2,S3,M3,L2,D,0,1,0
F,3,14,2,M2,S5,M2,L2,B,0,0.41,0
F,11,6,2,M2,S3,M2,L4,D,0,1,0
F,2,2,2,M2,S1,M2,L3,D,1,9.02,0
F,1,20,2,M1,S2,M0,L2,D,0,98.36,2
F,10,14,2,M1,S3,M0,L1,D,0,5.98,0
F,4,4,2,H2,S2,M3,L2,D,4,1,0
P,2,2,2,M1,S1,M1,L2,D,0,14.76,0
F,3,8,2,H1,S2,M2,L3,D,1,0.81,0
F,1,14,2,M1,S2,M2,L2,D,0,88.07,2
F,1,2,2,M2,S3,M2,L3,D,1,3.99,0
F,2,0,2,M1,S3,M1,L2,B,1,9,0
P,1,6,2,M2,S5,M2,L3,D,0,9.94,0
F,14,20,2,M1,S2,M0,L1,D,0,2.81,0
F,5,2,2,H2,S2,M3,L2,D,1,1.12,0
F,15,4,2,M2,S3,M2,L2,D,0,1,0
P,3,4,2,H1,S2,M3,L2,D,1,1,0
P,3,4,2,H1,S1,M2,L3,D,0,2.32,0
P,2,2,2,M1,S2,M2,L3,B,0,1,0
F,1,8,2,M2,S1,M1,L2,D,1,18.43,0
F,7,6,2,C,S2,M0,L2,B,0,4,0
F,5,14,2,H1,S1,M3,L2,B,0,3.51,0
F,11,2,2,M1,S1,M1,L4,D,0,4.47,0
F,14,8,2,H1,S2,M2,L3,D,1,0.37,0
F,2,10,2,M2,S2,M2,L1,B,1,1.77,0
F,1,0,2,H2,S2,M3,L2,D,5,5.41,0
F,12,8,2,M2,S0,M2,L1,B,0,2,0
P,8,2,2,M1,S1,M1,L2,B,0,5,0
F,1,10,2,C,S2,M1,L3,D,0,1,0
P,11,14,2,M1,S5,M0,L2,D,0,2,0
F,3,2,2,H1,S2,M2,L2,D,1,7.72,0
F,4,10,3,M1,S2,M2,L2,B,0,8,0
P,14,4,1,C,S5,M1,L2,D,0,0.3,0
F,11,6,2,M2,S1,M1,L1,D,0,3,0
F,1,6,2,M1,S3,M0,L2,D,0,12,0
F,1,20,3,M1,S3,M1,L2,B,0,1.91,0
F,3,10,2,M2,S2,M2,L1,B,0,6.49,0
F,1,20,2,C,S2,M0,L4,B,0,11,0
F,1,0,3,M2,S1,M1,L1,D,2,1,0
F,7,0,2,M2,S1,M2,L2,B,0,1.73,0
F,12,14,2,M1,S2,M1,L2,B,1,1,0
F,2,6,3,H1,S3,M3,L1,D,0,0.8,0
F,2,20,2,C,S3,M1,L2,B,0,6,0
F,14,20,2,C,S3,M0,L3,B,0,0.1,0
F,14,10,2,C,S1,M2,L2,D,0,0.22,0
F,8,10,1,H1,S1,M2,L2,B,0,1,0
F,11,20,2,M2,S1,M2,L2,B,0,5.52,0
P,10,0,2,H2,S5,M3,L2,D,3,1,0
P,14,2,2,M2,S5,M2,L2,D,1,4,0
F,5,2,2,M2,S1,M1,L2,D,0,12.26,0
P,1,0,2,M1,S3,M2,L1,B,2,2,0
F,4,10,3,M2,S1,M2,L1,D,0,6,0
F,13,10,2,H1,S1,M2,L2,D,0,6,0
F,11,4,2,M2,S1,M2,L2,D,4,0.42,0
P,2,0,2,M2,S1,M1,L1,D,0,2,0
F,4,2,2,M1,S3,M1,L2,B,2,2.73,0
F,5,14,3,M1,S1,M1,L1,D,0,1.59,0
F,3,2,3,M2,S5,M2,L2,D,0,1,0
F,1,4,2,M2,S1,M3,L2,B,3,1.95,0
P,10,4,2,M2,S5,M3,L2,D,1,1,0
F,13,2,3,M2,S1,M1,L2,D,1,1,0
F,4,0,3,M1,S2,M1,L2,D,0,1,0
F,8,0,2,H1,S1,M2,L1,B,3,1,0
F,3,4,2,H1,S1,M3,L2,B,0,1,0
F,5,20,3,C,S2,M0,L1,D,0,2,0
P,14,8,2,M2,S5,M3,L3,B,0,1.88,0
F,6,6,2,M2,S2,M2,L3,D,1,1,0
P,9,4,3,M2,S5,M2,L2,D,0,1,0
F,11,6,3,M1,S3,M1,L2,D,0,2,0
F,1,14,1,C,S1,M0,L1,B,0,1,0
F,4,14,2,M2,S3,M2,L1,D,1,2,0
F,14,14,2,C,S3,M1,L2,B,0,12.82,1
P,1,10,2,M1,S1,M1,L1,B,0,6,0
F,1,2,3,M2,S1,M3,L2,D,3,1,0
F,3,4,2,M2,S1,M2,L1,D,3,2.52,0
F,4,8,2,M2,S3,M2,L2,D,1,3.5,0
F,1,20,2,M2,S2,M2,L3,D,0,0.53,0
F,2,0,2,H1,S2,M3,L2,D,3,2,0
F,1,6,2,M1,S0,M1,L2,D,1,1,0
F,11,10,2,M2,S2,M1,L2,D,1,5.11,0
F,6,0,2,M1,S1,M1,L1,D,2,3.82,0
F,1,20,2,M2,S1,M0,L1,D,0,1,0
F,3,6,2,M2,S2,M3,L2,D,1,2.84,0
F,1,4,2,H1,S5,M2,L2,D,3,1.17,0
F,1,20,2,M1,S2,M3,L1,B,0,1,0
F,14,20,3,M1,S0,M1,L2,D,0,1.85,0
F,13,0,2,M1,S5,M1,L2,B,0,2,0
F,11,0,2,M2,S1,M3,L2,B,0,1,0
F,9,10,2,H1,S2,M3,L1,D,0,1,0
F,3,20,2,M1,S3,M0,L2,B,0,0.81,0
P,11,0,2,M2,S5,M2,L1,B,0,0.22,0
F,2,8,2,M2,S2,M2,L4,D,0,2.97,0
P,14,0,2,M2,S2,M2,L1,D,3,2,0
P,3,6,2,M1,S3,M1,L1,B,0,1,0
P,1,0,3,M2,S1,M2,L2,D,0,1,0
F,5,2,2,M2,S1,M2,L2,D,4,3,0
F,1,0,2,M2,S2,M3,L2,D,2,4,0
F,14,4,2,M2,S3,M2,L2,D,1,1.88,0
P,1,0,2,C,S3,M0,L1,B,0,2,0
F,5,2,2,M2,S3,M1,L2,D,0,4,0
P,3,4,2,M2,S2,M2,L1,D,0,1,0
P,5,2,2,M2,S5,M2,L3,D,0,1,0
F,1,2,2,H2,S1,M2,L2,D,3,1,0
F,1,4,2,M1,S1,M3,L2,B,0,2.18,0
P,11,14,2,H2,S5,M3,L1,D,0,1,0
F,5,4,2,M1,S1,M2,L1,B,0,3,0
F,14,10,2,C,S1,M1,L4,B,0,1,0
P,6,0,2,H1,S1,M3,L1,D,2,1,0
F,1,2,2,M2,S1,M1,L1,B,1,2,0
P,13,2,2,M2,S5,M2,L2,D,0,2,0
F,14,2,2,M1,S2,M1,L2,D,1,2.56,0
P,5,2,2,M2,S5,M1,L2,D,0,1,0
P,15,8,2,M1,S5,M1,L2,D,0,2,0
P,3,0,2,M2,S2,M2,L1,D,2,2.61,0
F,1,10,3,M2,S1,M2,L1,D,1,1,0
F,14,14,2,H1,S1,M2,L1,D,0,2.09,0
P,5,6,2,M1,S2,M1,L2,B,0,2,0
F,1,0,3,M1,S1,M2,L1,B,0,1,0
